Title,Artist,Type
Welcome To The Jungle,Guns N Roses,Rock!
What a Girl Wants,Christina Aguilera,Banger!
What A Wonderful World,Louis Armstrong,Happy!
What Do You Mean,Justin Bieber,Banger!
What Do You Mean?,Justin Bieber,Banger!
What Goes Around Comes Around,Justin Timberlake,Soulful!
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,Soulful!
What is Love?,Haddaway,Banger!
What Makes You Beautiful,One Direction,Ballad!
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,Soulful!
What'd I Say,Ray Charles,Happy!
What's Going On,Marvin Gaye,Soulful!
What's Going On?,Marvin Gaye,Soulful!
What's Love Got to Do with It,Kygo Tina Turner,Banger!
What's Love Got To Do With It,Tina Turner,Banger!
What's New Pussycat?,Tom Jones,Banger!
What's Up?,4 Non Blondes,Banger!
Whatcha Say,Jason Derulo,Banger!
Whatever,Kygo,Happy!
Whats Love Got to Do With It,Tina Turner,Banger!
Whatta Man,Salt-N-Pepa & En Vogue,Banger!
When a Man Loves a Woman,Percy Sledge,Ballad!
When Doves Cry,Prince,Ballad!
When I Fall In Love,Nat King Cole,Soulful!
When I Was Your Man,Bruno Mars,Soulful!
When Love Takes Over,David Guetta & Kelly Rowland,Banger!
When Love Takes Over (feat. Kelly Rowland),David Guetta,Happy!
When the Going Gets Tough the Tough Get Going,Billy Ocean,Soulful!
When the Saints Go Marching In,Louis Armstrong,Happy!
When The Sun Goes Down,Arctic Monkeys,Rock!
When You Believe,Mariah Carey & Whitney Houston,Duet!
When You Say Nothing At All,Ronan Keating,Ballad!
When You Were Young,The Killers,Rock!
When You're Gone,Avril Lavigne,Soulful!
Whenever Wherever,Shakira,Banger!
Where Are U Now,Skrillex & Diplo & Justin Bieber,Banger!
Where Are Ü Now (with Justin Bieber),Jack Ü,Banger!
Where Did Our Love Go,The Supremes,Soulful!
Where Do Broken Hearts Go,Whitney Houston,Ballad!
Where Have You Been,Rihanna,Banger!
Where is the Love?,The Black Eyed Peas,Banger!
Where the Party At (feat. Nelly),Jagged Edge,Duet!
Where the Streets Have No Name,U2,Soulful!
Where the Wild Roses Grow,Nick Cave & The Bad Seeds & Kylie Minogue,Duet!
Where Them Girls At,David Guetta Flo-Rida & Nicki Minaj,Duet!
Wherever You Will Go,The Calling,Ballad!
While My Guitar Gently Weeps,Santana,Soulful!
Whisky in the Jar,Thin Lizzy,Rock!
Whistle,Flo-Rida,Banger!
White Flag,Dido,Soulful!
White Rabbit,Jefferson Airplane,Rock!
White Wedding,Billy Idol,Rock!
Whiter Shade of Pale,Procol Harum,Soulful!
Who Are You?,The Who,Rock!
Who Let The Dogs Out?,Baha Men,Happy!
Who'd Have Known,Lily Allen,Banger!
Who'll Stop the Rain,Creedence Clearwater Revival,Soulful!
Whole Lotta Love,Led Zeppelin,Rock!
Whole Lotta Rosie,AC/DC,Rock!
Whole Lotta Shakin Going On,Jerry Lee Lewis,Rock!
Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,Rock!
Wholl Stop the Rain,Creedence Clearwater Revival,Rock!
Why Can't This Be Love?,Van Halen,Rock!
Why'd You Only Call Me When You're High?,Arctic Monkeys,Rock!
Wicked Game,Chris Isaak,Soulful!
Wiggle (feat. Snoop Dogg),Jason Derulo,Duet!
Wild Ones (feat. Sia),Flo Rida,Duet!
Wildest Dreams,Taylor Swift,Banger!
Wind of Change,The Scorpions,Ballad!
Wish You Were Here,Pink Floyd,Ballad!
Witch Queen of New Orleans,Redbone,Rock!
With A Little Help From My Friends,Joe Cocker,Banger!
With a Little Help From My Friends,The Beatles,Banger!
With Arms Wide Open,Creed,Soulful!
With Every Heartbeat,Robyn,Soulful!
With Or Without You,U2,Ballad!
With You,Jessica Simpson,Banger!
Without Love (There Is Nothing),Tom Jones,Soulful!
Without You,Mariah Carey,Ballad!
Womanizer,Britney Spears,Banger!
Wonderful Tonight,Eric Clapton,Ballad!
Wonderwall,Oasis,Rock!
Work,Rihanna & Drake,Duet!
Work B**ch,Britney Spears,Banger!
Work It,Missy 'Misdemeanor' Elliott,Banger!
Wrecking Ball,Miley Cyrus,Banger!
"Writing's On The Wall - From ""Spectre"" Soundtrack",Sam Smith,Soulful!
Wuthering Heights,Kate Bush,Soulful!
X Gon' Give It To Ya,DMX,Banger!
Y.M.C.A,Village People,Happy!
Y.M.C.A.,Village People,Banger!
Yeah,Usher,Banger!
Yeah!,Usher,Banger!
Yeah! (feat. Lil Jon & Ludacris),Usher,Banger!
Yellow,Coldplay,Soulful!
Yellow Submarine,The Beatles,Happy!
Yes! We Have No Bananas,Billy Jones,Happy!
Yester-Me Yester-You Yesterday,Stevie Wonder,Soulful!
Yesterday,Eva Cassidy,Ballad!
Yesterday,The Beatles,Soulful!
YMCA,The Village People,Happy!
You Are My Destiny,Paul Anka,Soulful!
You Are So Beautiful,Joe Cocker,Soulful!
You Are the Sunshine of My Life,Stevie Wonder,Happy!
You Belong With Me,Taylor Swift,Happy!
You Can Call Me Al,Paul Simon,Banger!
You Can't Hurry Love,The Supremes,Happy!
You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,Duet!
You Don't Know My Name,Alicia Keys,Soulful!
You Drive Me Crazy,Britney Spears,Banger!
You Give Love a Bad Name,Bon Jovi,Rock!
You Got it (The Right Stuff),New Kids On The Block,Happy!
You Keep Me Hangin' On,The Supremes,Banger!
You Keep Me Hanging On,The Supremes,Soulful!
You Know I'm No Good,Amy Winehouse,Soulful!
You Know My Name,Chris Cornell,Soulful!
You Oughta Know,Alanis Morissette,Soulful!
You Raise Me Up,Josh Groban,Ballad!
You Raise Me Up,Westlife,Ballad!
You Really Got Me,The Kinks,Rock!
You Rock My World,Michael Jackson,Banger!
You Sang To Me,Marc Anthony,Soulful!
You Sexy Thing,Hot Chocolate,Happy!
You Shook Me All Night Long,ACDC,Rock!
You Spin me 'round (Like a Record),Dead Or Alive,Banger!
You'll Be in My Heart,Phil Collins,Ballad!
You'll Never Walk Alone,Gerry & the Pacemakers,Soulful!
You're All I Have,Snow Patrol,Soulful!
You're Beautiful,James Blunt,Ballad!
You're Gonna Go Far Kid,The Offspring,Rock!
You're Sixteen You're Beautiful (And You're Mine),Johnny Burnette,Happy!
You're Still The One,Shania Twain,Soulful!
You're the First the Last My Everything,Barry White,Ballad!
You're The First The Last My Everything,Barry White,Banger!
You're the One That I Want,John Travolta & Olivia Newton-John,Duet!
You've Got A Friend,James Taylor,Banger!
Young Americans,David Bowie,Banger!
Your Cheatin Heart,Hank Williams,Soulful!
Your Love Alone Is Not Enough (feat. Nina Persson),Manic Street Preachers,Duet!
Your Song,Elton John,Banger!
Yummy Yummy Yummy,Ohio Express,Happy!
Ziggy Stardust,David Bowie,Banger!
Zombie,The Cranberries,Rock!
Zorba The Greek,Mikis Theodorakis,Banger!
